50,PH2,0,IMD016.bmp,1.8,94.72,5.53,6.7,11.0,6.03,80.58,1018.0,0.01,0.81,1.24,1.11,175.0,1.42,4.0,1.0,4.0,9.87,66.4,386.0,374.41,4.91,1,1,4.12,0.0
51,PH2,0,IMD017.bmp,0.65,95.82,11.36,10.95,12.28,9.84,84.54,1494.0,0.01,0.85,1.18,1.09,238.0,1.03,1.0,2.0,5.0,9.86,67.74,544.0,551.76,7.49,0,0,3.47,0.0
52,PH2,0,IMD018.bmp,1.74,92.74,5.15,4.97,4.05,3.83,78.88,741.0,0.02,0.8,1.27,1.13,104.0,1.83,2.0,3.0,4.0,10.05,69.37,314.0,275.29,2.84,0,1,0.78,0.0
53,PH2,0,IMD019.bmp,1.5,95.68,4.66,6.13,8.2,4.75,87.24,710.0,0.02,0.88,1.15,1.07,86.0,1.92,2.0,3.0,4.0,10.43,69.66,270.0,260.54,3.18,0,1,2.91,0.03
54,PH2,0,IMD020.bmp,0.95,92.97,2.83,3.22,4.86,2.31,84.16,815.0,0.02,0.85,1.19,1.09,122.0,1.69,2.0,3.0,4.0,9.94,64.14,318.0,301.75,2.0,0,1,3.1,0.83
55,PH2,0,IMD021.bmp,1.02,96.61,11.58,7.17,12.68,7.89,84.25,893.0,0.01,0.85,1.19,1.09,152.0,1.58,2.0,2.0,6.0,9.9,65.03,354.0,329.21,2.47,0,0,3.96,2.31
56,PH2,0,IMD022.bmp,1.9,95.01,4.74,6.24,6.72,5.41,65.66,1306.0,0.01,0.66,1.52,1.23,206.0,1.16,2.0,0.0,2.0,9.78,64.71,448.0,477.15,6.52,0,0,1.38,0.0
57,PH2,0,IMD023.bmp,1.9,94.87,5.02,12.2,15.43,99.15,40.11,2726.0,0.01,0.4,2.49,1.58,326.0,0.64,5.0,1.0,3.0,8.25,58.0,716.0,956.31,9.73,1,0,0.08,0.0
58,PH2,0,IMD024.bmp,1.33,97.31,4.11,4.07,12.6,3.73,78.3,714.0,0.02,0.79,1.28,1.13,118.0,1.92,3.0,2.0,2.0,10.3,67.03,306.0,261.03,0.71,0,0,1.02,0.0
59,PH2,0,IMD025.bmp,1.29,89.38,8.16,5.77,4.34,3.55,78.2,1024.0,0.01,0.79,1.28,1.13,141.0,1.41,2.0,2.0,4.0,9.94,65.27,412.0,377.63,3.92,0,0,2.3,0.0
60,PH2,0,IMD027.bmp,2.01,92.4,4.83,8.24,13.75,7.73,80.72,1197.0,0.01,0.81,1.24,1.11,181.0,1.24,5.0,1.0,4.0,10.15,66.75,476.0,438.11,3.46,1,1,0.82,0.0
61,PH2,0,IMD030.bmp,1.68,95.88,6.67,11.77,10.68,8.78,66.43,1699.0,0.01,0.67,1.51,1.23,248.0,0.92,2.0,2.0,4.0,9.56,64.09,582.0,627.17,6.79,0,0,0.12,0.0
62,PH2,0,IMD031.bmp,0.51,94.13,4.43,8.49,14.74,8.69,82.22,1911.0,0.01,0.82,1.22,1.1,232.0,0.86,3.0,2.0,5.0,8.79,57.47,688.0,679.09,9.18,0,0,2.31,1.9
63,PH2,0,IMD032.bmp,1.89,96.18,7.89,15.39,20.53,100.0,51.61,2066.0,0.01,0.52,1.94,1.39,299.0,0.81,2.0,3.0,4.0,8.59,58.04,584.0,733.57,8.86,0,1,0.22,0.0
64,PH2,0,IMD033.bmp,2.75,84.75,5.71,11.48,10.33,10.72,68.38,1349.0,0.01,0.69,1.46,1.21,232.0,1.14,3.0,3.0,6.0,10.42,67.48,542.0,490.71,4.07,1,0,0.53,5.05
65,PH2,0,IMD035.bmp,40.4,74.48,1.08,35.04,68.04,97.6,15.55,3325.0,0.02,0.16,6.43,2.54,336.0,0.55,6.0,4.0,7.0,9.31,59.14,818.0,1142.1,8.22,1,1,0.01,0.67
66,PH2,0,IMD036.bmp,1.06,98.83,5.47,5.01,5.36,5.08,74.98,1591.0,0.01,0.75,1.33,1.15,279.0,0.99,3.0,1.0,3.0,8.99,58.52,540.0,578.55,8.44,0,1,2.89,0.0
67,PH2,0,IMD037.bmp,9.46,91.73,4.4,14.18,17.59,15.37,64.7,747.0,0.02,0.65,1.55,1.24,111.0,1.84,3.0,1.0,1.0,9.77,68.81,274.0,272.19,2.4,1,1,0.67,0.0
68,PH2,0,IMD038.bmp,2.0,93.14,4.29,7.25,6.37,5.31,78.83,819.0,0.02,0.79,1.27,1.13,124.0,1.68,4.0,2.0,3.0,10.13,70.05,326.0,306.71,1.54,1,0,3.89,0.01
69,PH2,0,IMD039.bmp,0.93,97.8,5.37,3.39,5.95,3.53,85.61,690.0,0.02,0.86,1.17,1.08,111.0,1.96,2.0,3.0,4.0,10.44,68.35,256.0,252.07,1.61,0,1,1.28,0.0
70,PH2,0,IMD040.bmp,1.02,90.37,3.74,3.83,8.71,3.57,82.6,791.0,0.02,0.84,1.21,1.1,119.0,1.75,3.0,1.0,2.0,10.44,70.09,294.0,289.89,1.24,0,0,2.55,0.0
71,PH2,0,IMD041.bmp,0.91,100.0,3.51,5.58,6.93,5.14,77.2,1203.0,0.01,0.77,1.3,1.14,193.0,1.25,2.0,3.0,4.0,10.28,67.89,408.0,434.22,4.37,0,0,1.73,0.0
72,PH2,0,IMD042.bmp,0.98,94.95,13.17,11.83,13.69,11.05,78.42,1248.0,0.01,0.79,1.28,1.13,181.0,1.2,3.0,3.0,4.0,10.32,69.79,442.0,457.11,4.29,0,0,2.09,0.0
73,PH2,0,IMD043.bmp,6.86,94.54,13.04,16.05,21.48,16.46,54.58,1228.0,0.02,0.55,1.83,1.35,219.0,1.22,3.0,3.0,6.0,10.23,70.13,414.0,445.73,5.14,0,0,1.96,0.02
74,PH2,0,IMD044.bmp,3.08,94.61,6.92,7.66,20.44,7.35,55.73,1869.0,0.01,0.56,1.79,1.34,306.0,0.86,5.0,2.0,4.0,8.93,59.23,670.0,680.49,8.69,0,0,5.1,0.01
75,PH2,0,IMD045.bmp,2.96,93.15,11.04,13.53,23.06,10.82,71.52,778.0,0.02,0.72,1.4,1.18,122.0,1.8,3.0,2.0,4.0,8.65,51.97,292.0,280.08,1.39,0,0,0.0,0.0
76,PH2,0,IMD047.bmp,2.74,98.06,8.19,8.89,8.6,8.54,69.18,1258.0,0.01,0.69,1.45,1.2,160.0,1.19,4.0,2.0,4.0,9.77,64.12,460.0,458.97,4.02,0,0,3.35,0.0
77,PH2,0,IMD048.bmp,2.83,96.14,7.15,7.09,13.37,5.99,59.46,1141.0,0.02,0.6,1.68,1.3,201.0,1.32,2.0,1.0,2.0,8.87,58.98,376.0,406.57,1.65,0,0,1.28,0.0
78,PH2,0,IMD049.bmp,2.5,92.43,4.18,6.69,12.33,4.69,76.77,998.0,0.01,0.77,1.3,1.14,133.0,1.42,2.0,2.0,7.0,10.17,67.42,402.0,375.69,5.27,0,0,1.03,14.03
79,PH2,0,IMD050.bmp,2.75,98.41,6.29,7.89,8.47,7.75,72.71,1053.0,0.01,0.73,1.38,1.17,177.0,1.38,3.0,1.0,3.0,9.33,57.48,378.0,387.26,3.46,0,0,0.02,0.0
80,PH2,0,IMD057.bmp,0.54,97.27,15.82,14.37,17.42,100.0,78.49,1536.0,0.01,0.79,1.27,1.13,269.0,1.03,2.0,2.0,7.0,9.51,59.69,572.0,549.84,8.76,0,1,4.11,6.41
81,PH2,0,IMD075.bmp,7.0,89.85,16.75,18.22,19.68,15.2,64.36,1165.0,0.01,0.64,1.55,1.25,193.0,1.29,3.0,3.0,4.0,10.33,68.52,426.0,420.01,4.12,0,0,2.48,0.01
82,PH2,0,IMD076.bmp,15.88,89.38,11.84,30.91,44.72,91.4,37.5,2087.0,0.01,0.38,2.67,1.63,259.0,0.81,3.0,2.0,4.0,9.27,61.47,640.0,725.09,9.23,0,0,0.29,0.0
83,PH2,0,IMD078.bmp,3.31,88.61,4.69,10.5,12.36,8.8,71.23,1190.0,0.01,0.71,1.4,1.18,173.0,1.26,2.0,3.0,3.0,10.33,66.24,440.0,432.58,3.52,0,1,2.9,10.97
84,PH2,0,IMD092.bmp,1.88,93.79,5.52,4.51,6.65,4.12,86.22,431.0,0.03,0.87,1.16,1.08,62.0,2.89,4.0,1.0,3.0,10.24,71.72,160.0,156.57,0.45,0,0,1.11,0.0
85,PH2,0,IMD101.bmp,1.66,92.47,12.09,15.16,20.33,99.86,65.41,1918.0,0.01,0.65,1.53,1.24,296.0,0.85,4.0,1.0,3.0,8.78,58.3,638.0,690.15,8.43,0,0,1.21,0.0
86,PH2,0,IMD103.bmp,1.91,94.66,5.8,8.03,12.91,7.1,80.2,721.0,0.02,0.81,1.25,1.12,115.0,1.9,3.0,0.0,2.0,9.8,64.26,272.0,262.86,1.61,1,0,0.05,0.0
87,PH2,0,IMD105.bmp,7.4,87.35,3.88,15.65,27.21,100.0,51.99,1478.0,0.02,0.52,1.92,1.39,165.0,1.1,3.0,0.0,2.0,9.72,52.91,486.0,506.06,6.4,1,1,0.0,0.0
88,PH2,0,IMD107.bmp,3.74,92.94,5.03,8.46,26.78,8.72,72.63,889.0,0.02,0.73,1.38,1.17,128.0,1.59,2.0,0.0,2.0,9.76,62.48,368.0,325.3,2.35,1,0,0.04,0.0
89,PH2,0,IMD108.bmp,4.96,93.38,4.08,9.05,9.74,9.21,62.96,934.0,0.02,0.63,1.59,1.26,149.0,1.53,2.0,0.0,1.0,9.46,54.24,310.0,340.28,1.78,0,0,0.0,0.0
90,PH2,0,IMD112.bmp,3.32,94.33,0.91,10.51,11.72,8.06,57.68,1550.0,0.01,0.58,1.73,1.32,254.0,1.02,2.0,1.0,2.0,9.58,55.93,550.0,558.25,9.28,0,0,0.0,0.0
91,PH2,0,IMD118.bmp,3.27,94.39,5.81,8.57,11.72,7.57,73.14,996.0,0.02,0.73,1.37,1.17,166.0,1.48,2.0,2.0,3.0,9.83,68.86,356.0,352.64,2.75,0,0,1.94,0.0
92,PH2,0,IMD120.bmp,2.62,96.71,7.33,12.24,15.17,8.62,66.13,1383.0,0.01,0.66,1.51,1.23,216.0,1.11,4.0,1.0,3.0,10.15,66.24,550.0,503.11,4.47,0,0,0.82,0.0
93,PH2,0,IMD125.bmp,2.25,93.95,4.68,6.85,28.71,7.04,71.91,953.0,0.02,0.73,1.39,1.18,139.0,1.51,2.0,0.0,2.0,9.56,63.89,386.0,345.67,2.36,0,0,0.9,0.0
94,PH2,0,IMD126.bmp,2.94,98.76,9.78,14.46,25.58,14.05,65.4,1327.0,0.01,0.66,1.53,1.24,217.0,1.14,4.0,3.0,3.0,10.17,67.39,508.0,488.45,5.13,0,0,0.19,0.0
95,PH2,0,IMD132.bmp,5.3,95.4,8.2,9.58,52.24,9.39,61.8,734.0,0.02,0.62,1.62,1.27,112.0,1.9,2.0,1.0,2.0,9.98,63.69,312.0,262.91,1.14,0,1,0.06,0.0
96,PH2,0,IMD133.bmp,3.46,85.62,4.12,9.69,10.59,8.73,72.98,841.0,0.02,0.73,1.37,1.17,128.0,1.65,2.0,0.0,2.0,9.88,65.21,356.0,311.08,1.19,0,0,0.01,0.0
97,PH2,0,IMD134.bmp,3.11,90.11,5.08,10.86,7.36,6.82,78.8,850.0,0.02,0.79,1.27,1.13,118.0,1.64,2.0,0.0,2.0,10.07,64.48,342.0,314.6,2.71,0,0,0.14,0.0
98,PH2,0,IMD135.bmp,0.06,93.55,3.99,6.57,11.63,99.87,74.31,1695.0,0.01,0.74,1.35,1.16,254.0,0.94,3.0,1.0,2.0,9.3,61.37,594.0,612.71,11.32,0,0,2.39,0.0
99,PH2,0,IMD137.bmp,3.12,92.63,5.59,9.25,10.58,9.09,56.24,1128.0,0.02,0.57,1.78,1.33,175.0,1.33,4.0,1.0,4.0,9.95,61.5,364.0,403.35,4.59,1,0,0.36,0.0
100,PH2,0,IMD138.bmp,3.27,95.73,7.33,12.31,14.57,100.0,66.37,1224.0,0.01,0.67,1.51,1.23,163.0,1.22,3.0,0.0,1.0,10.1,67.31,496.0,451.84,7.9,0,0,3.14,0.0
101,PH2,0,IMD139.bmp,2.0,91.69,11.55,9.06,14.76,6.25,77.75,777.0,0.02,0.78,1.29,1.13,122.0,1.81,3.0,3.0,4.0,10.28,68.15,300.0,279.1,2.35,0,0,2.99,0.02
102,PH2,0,IMD140.bmp,2.82,93.42,8.93,8.28,14.24,8.78,79.15,768.0,0.02,0.79,1.26,1.12,95.0,1.75,5.0,3.0,5.0,10.46,67.72,312.0,290.61,2.34,0,0,2.14,0.02
103,PH2,0,IMD142.bmp,1.28,96.65,4.97,6.62,11.67,4.82,85.05,870.0,0.01,0.85,1.18,1.08,108.0,1.62,3.0,0.0,2.0,9.78,66.26,338.0,320.18,3.12,0,0,0.19,0.0
104,PH2,0,IMD143.bmp,2.24,96.46,8.88,5.36,9.81,4.52,83.93,548.0,0.02,0.85,1.19,1.09,74.0,2.36,2.0,1.0,2.0,10.35,69.3,202.0,201.59,0.83,0,1,0.06,0.0
105,PH2,0,IMD144.bmp,62.51,82.11,16.72,23.18,30.05,83.5,16.09,1404.0,0.05,0.16,6.21,2.49,92.0,1.16,2.0,2.0,5.0,10.47,66.58,592.0,472.75,5.91,0,0,0.05,2.55
106,PH2,0,IMD146.bmp,1.59,94.19,8.8,6.11,21.6,6.57,79.12,864.0,0.02,0.79,1.26,1.12,150.0,1.64,3.0,3.0,3.0,10.45,70.58,338.0,316.42,1.95,0,0,1.1,0.0
107,PH2,0,IMD147.bmp,2.83,91.49,10.54,17.22,21.74,15.13,58.56,1804.0,0.01,0.59,1.71,1.31,310.0,0.9,4.0,1.0,3.0,9.14,58.72,610.0,644.9,7.23,0,0,0.08,0.0
108,PH2,0,IMD149.bmp,1.65,96.14,8.4,12.22,11.65,10.8,81.53,1396.0,0.01,0.82,1.23,1.11,191.0,1.08,2.0,4.0,6.0,9.68,62.27,520.0,521.62,6.07,0,1,3.25,0.0
109,PH2,0,IMD150.bmp,0.63,96.1,4.96,7.2,7.32,5.55,75.43,1492.0,0.01,0.76,1.33,1.15,223.0,1.03,3.0,3.0,4.0,10.08,66.2,534.0,551.92,5.13,1,1,3.73,0.0
110,PH2,0,IMD152.bmp,2.18,93.38,15.05,7.79,12.46,7.76,58.24,1661.0,0.01,0.58,1.72,1.31,283.0,0.96,3.0,3.0,4.0,9.56,65.73,536.0,594.24,5.53,0,0,1.42,0.0
111,PH2,0,IMD153.bmp,3.65,92.87,8.26,11.52,16.42,100.0,64.56,1677.0,0.01,0.65,1.55,1.24,251.0,0.94,4.0,2.0,3.0,9.52,59.52,594.0,613.84,9.63,0,1,1.03,0.0
112,PH2,0,IMD154.bmp,0.66,93.19,8.54,9.53,19.92,8.7,69.8,1859.0,0.01,0.7,1.43,1.2,237.0,0.87,4.0,0.0,3.0,9.97,68.97,664.0,668.34,7.94,0,0,1.51,0.0
113,PH2,0,IMD155.bmp,1.32,98.06,5.78,3.87,9.46,2.81,70.18,1612.0,0.01,0.7,1.42,1.19,244.0,0.97,1.0,1.0,2.0,9.05,56.85,602.0,591.17,4.97,0,0,1.23,0.0
114,PH2,0,IMD156.bmp,4.17,96.64,11.39,17.34,18.82,7.31,79.05,622.0,0.02,0.8,1.27,1.12,102.0,2.13,4.0,1.0,3.0,9.38,56.42,238.0,227.0,1.61,0,0,0.0,0.0
115,PH2,0,IMD157.bmp,4.88,96.58,9.29,12.79,13.09,11.26,65.96,1301.0,0.01,0.66,1.52,1.23,174.0,1.15,1.0,0.0,2.0,9.68,67.02,470.0,480.18,3.95,0,0,2.59,0.0
116,PH2,0,IMD159.bmp,0.94,94.19,3.21,4.54,7.85,100.0,76.25,1352.0,0.01,0.77,1.31,1.15,229.0,1.13,3.0,0.0,2.0,8.18,52.2,516.0,491.01,7.38,0,0,0.47,0.0
117,PH2,0,IMD160.bmp,3.17,93.01,6.04,11.27,11.35,11.33,66.2,1752.0,0.01,0.67,1.51,1.23,271.0,0.9,3.0,2.0,2.0,8.87,57.83,630.0,643.91,5.75,0,0,0.08,0.0
